round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
27,28,825,,,$0.00,647278,Kyle,MacDonald,Kyle,John,1996-06-17,1B,Mississauga,Ontario,CAN,Mississauga,ON,Canada,Arkansas State,4YR 5S,USA,AR,75,240,L,R,New York Yankees,,
27,29,826,,,$0.00,689480,Kevin,Dickey,,Ryan,1998-03-31,LHP,BROOKSTON,Texas,USA,,,,Seminole State,JC J2,USA,OK,76,195,S,L,Houston Astros,,
27,30,827,,,$0.00,663353,Devon,Roedahl,Devon,Thomas,1996-11-29,P,HOUSTON,Texas,USA,Beaumont,TX,USA,Houston,4YR JR,USA,TX,74,225,R,R,Boston Red Sox,,
28,1,828,,,$0.00,686621,Jonathan,Pendergast,Jonathan,Gregory,1997-08-25,P,SAN DIEGO,California,USA,San Diego,CA,USA,Pepperdine University,4YR SR,USA,CA,74,200,R,R,Baltimore Orioles,,
28,2,829,,,$0.00,687474,Riley,Boyd,Riley,Coy,1999-07-26,P,EL DORADO SPRINGS,Missouri,USA,El Dorado Springs,MO,USA,Jefferson College,JC J2,USA,MO,75,200,R,R,Kansas City Royals,,
28,3,830,,,$0.00,689959,Caeden,Trenkle,,Diesen,2001-06-29,CF,HILLSBORO,Texas,USA,,,,Hillsboro HS,HS SR,USA,TX,70,185,L,L,Chicago White Sox,,
28,4,831,,,$0.00,663469,Lorenzo,Hampton,Lorenzo,T.,1997-08-08,OF,HIALEAH,Florida,USA,Boca Raton,FL,USA,Florida International,4YR SR,USA,FL,77,225,R,R,Miami Marlins,,
28,5,832,,,$0.00,686710,Connor,Perry,Connor,,1997-04-22,CF,GIBSONIA,Pennsylvania,USA,North Huntingdon,PA,USA,Pittsburgh,4YR SR,USA,PA,71,185,L,L,Detroit Tigers,,
28,6,833,,,$0.00,689300,Sam,Ballard,,Cole,1998-01-16,LHP,ALTON,Illinois,USA,,,,Parkland College,JC J3,USA,IL,72,200,L,L,San Diego Padres,,
28,7,834,,,$0.00,690420,Michael,Miles,,Clayton,1999-03-30,RHP,VINELAND,New Jersey,USA,,,,Cumberland County College,JC J2,USA,NJ,76,235,R,R,Cincinnati Reds,,
28,8,835,,,$0.00,688437,Jake,Hoover,,Allan,1997-07-11,SS,ARMADA,Michigan,USA,,,,Hillsdale Col,4YR JR,USA,MI,72,180,R,R,Texas Rangers,,
28,9,836,,,$0.00,688701,Reese,Sharp,,William,2000-08-07,RHP,NOBLESVILLE,Indiana,USA,,,,Noblesville HS,HS SR,USA,IN,75,225,R,R,San Francisco Giants,,
28,10,837,,,$0.00,676362,Gabriel,Ponce,Gabriel,Efrian,1999-04-29,P,SAN LUIS,Arizona,USA,,,USA,Arizona Western College,JC J2,USA,AZ,74,205,R,R,Toronto Blue Jays,,
28,11,838,,,$0.00,687837,Jake,Ortega,Jake,James,1996-07-31,C,BAKERSFIELD,California,USA,Laguna Hills,CA,USA,CSU Bakersfield,4YR SR,USA,CA,70,175,L,R,New York Mets,,
28,12,839,,,$0.00,687655,Travis,Phelps,Travis,Alan,2001-06-09,P,ALVIN,Texas,USA,Houston,TX,USA,Alvin HS,HS SR,USA,TX,76,195,R,R,Minnesota Twins,,
28,13,840,,,$0.00,687956,Carlos,Francisco,Carlos,Antonio,1999-07-02,RHP,ORLANDO,Florida,USA,Bayamon,,Puerto Rico,Hillsborough CC,JC J1,USA,FL,76,220,R,R,Philadelphia Phillies,,
28,14,841,,,$0.00,689441,Coleman,Crow,,McCade,2000-12-30,RHP,CONCORD,Georgia,USA,,,,Pike County HS,HS SR,USA,GA,72,175,R,R,Los Angeles Angels,,
28,15,842,,,$0.00,687650,Denson,Hull,Denson,James,1996-10-21,P,SAN ANTONIO,Texas,USA,Missouri City,TX,USA,Creighton,4YR SR,USA,NE,73,220,S,L,Arizona Diamondbacks,,
28,16,843,,,$0.00,689370,Jordan,Bocko,,Criswell,1997-01-10,RHP,LAGUNA NIGUEL,California,USA,,,,University of California - Irvine,4YR SR,USA,CA,71,195,R,R,Washington Nationals,,
28,17,844,,,$0.00,680804,John,Bellomy,Bear,Colton,1996-11-29,P,SCOTT DEPOT,West Virginia,USA,Charleston,WV,USA,Wright State University,4YR SR,USA,OH,76,205,R,R,Pittsburgh Pirates,,
28,18,845,,,$0.00,688115,Tyler,Peck,,James,1997-10-02,RHP,CORTE MADERA,California,USA,,,,Chapman University,4YR SR,USA,CA,73,235,R,R,St. Louis Cardinals,,
28,19,846,,,$0.00,670811,Darryl,Lepre,Anthony,Anthony,1997-05-29,C,SANTA CLARITA,California,USA,Mission Hills,CA,USA,The Masters University,4YR SR,USA,CA,70,195,R,R,Seattle Mariners,,
28,20,847,,,$0.00,667241,Benjamin,Thompson,Ben,David,1997-12-21,P,GILBERT,Arizona,USA,Auckland,,New Zealand,Chandler Gilbert CC,JC J3,USA,AZ,77,220,R,R,Atlanta Braves,,
28,21,848,,,$0.00,687882,Hill,Alexander,,Hill,1996-06-13,RF,ARLINGTON,Texas,USA,,,,Lubbock Christian,4YR SR,USA,TX,73,220,R,R,Tampa Bay Rays,,
28,22,849,,,$0.00,656853,Keven,Pimentel,Keven,William,1996-04-07,P,HUNTINGTON STATION,New York,USA,Huntington Station,NY,USA,University of Tampa,4YR SR,USA,FL,75,230,R,R,Colorado Rockies,,
28,23,850,,,$0.00,687444,Serafino,Brito,Serafino,Lorenzo,1997-04-28,P,OAKLAND,New Jersey,USA,Brooklyn,NY,USA,Rutgers,4YR SR,USA,NJ,72,200,R,R,Cleveland Indians,,
28,24,851,,94,$0.00,686810,Brennan,Milone,Brennan,Cole,2001-05-06,SS,WOODSTOCK,Georgia,USA,Marietta,GA,USA,Woodstock HS,HS SR,USA,GA,73,180,R,R,Los Angeles Dodgers,https://atmlb.com/2Mdttbd,"Not to be confused with Brennan Malone, a Florida high school right-hander who's a potential first-rounder, Milone is one of the best prep hitters available. He flew under the radar a bit because he wasn't selected for many top showcase events last summer, though he did make his presence felt at the World Wood Bat Association World Championship in October. He has built off that momentum this spring and could factor in the top three rounds. Milone has a sweet right-handed swing and advanced feel for manipulating the barrel. He has added strength and his bat looks quicker this spring, giving him at least average power potential despite a lack of physicality. Most of his pop presently comes to his pull side, and there could be more to come if he adds more muscle and more loft to his stroke. A shortstop in high school, Milone projects best defensively at third base. He has the hands and instincts to stay on the dirt, though he has below-average speed and an average arm with inconsistent accuracy. He does have a good first step, and some scouts would try him at second base while others wonder if he might wind up in left field."
28,25,852,,,$0.00,690148,Chris,Kachmar,,John,1996-09-03,RHP,EAST GREENVILLE,Pennsylvania,USA,,,,Lipscomb University,4YR SR,USA,TN,75,180,R,R,Chicago Cubs,,
28,26,853,,,$0.00,669939,Andre,Nnebe,Andre,Chiedozie,1997-11-14,CF,OAKLAND,California,USA,Oakland,CA,USA,Santa Clara University,4YR JR,USA,CA,78,230,R,R,Milwaukee Brewers,,
28,27,854,,,$0.00,669192,William,Jensen,Wil,David,1997-09-02,P,SALT LAKE CITY,Utah,USA,Phoenix,AZ,USA,Pepperdine University,4YR JR,USA,CA,75,170,R,R,Oakland Athletics,,
28,28,855,,,$0.00,687870,Michael,Giacone,,Angelo,1996-10-23,LHP,GREER,South Carolina,USA,,,,North Greenville University,4YR JR,USA,SC,72,165,L,L,New York Yankees,,
28,29,856,,,$0.00,687035,Bryan,Arias,Bryan,Paul,1997-06-06,2B,SAN ANTONIO,Texas,USA,San Antonio,TX,USA,University of Texas - San Antonio,4YR SR,USA,TX,72,205,R,R,Houston Astros,,
28,30,857,,,$0.00,668790,Daniel,Bakst,Daniel,Jay,1997-11-14,SS,New York,New York,USA,New York,NY,USA,Stanford,4YR JR,USA,CA,74,190,R,R,Boston Red Sox,,
29,1,858,,,$0.00,674175,Houston,Roth,Houston,T.,1998-03-09,P,OXFORD,Mississippi,USA,Oxford,MS,USA,Ole Miss,4YR JR,USA,MS,75,220,R,R,Baltimore Orioles,,
29,2,859,,,$0.00,687429,Jonathan,Beymer,Jon,Clayton,1998-08-26,P,MOUNT CARMEL,Illinois,USA,Hopkinsville,KY,USA,Wabash Valley College,JC J1,USA,IL,75,185,R,R,Kansas City Royals,,
29,3,860,,,$0.00,656914,Kaleb,Roper,Kaleb,Michael,1995-11-22,P,KENNER,Louisiana,USA,Metairie,LA,USA,Tulane,4YR 5S,USA,LA,72,193,R,R,Chicago White Sox,,"Roper started his college career at Arizona, then played a year of juco ball at San Jacinto before finally ending up at Tulane. As a redshirt senior this season, he capped the year with a complete game in his final start for the Green Wave -- a two-run, nine-strikeout gem to beat UCF in the American Baseball Championship. The 6-foot-1, 195-pound right-hander notched 90 strikeouts in 88 innings on the season, with a 4.60 ERA. His fastball gets up to 94 mph, and he has a good curveball."
29,4,861,,,$0.00,686824,John,Baker,John,Patrick,1998-02-23,P,FENTON,Michigan,USA,Detroit,MI,USA,Ball State,4YR JR,USA,IN,75,207,R,R,Miami Marlins,,"Bakers fastball hovers between 88 to 91 mph, but his deceptive delivery still helps him miss bats. The 6-foot-3 righty has racked up 263 strikeouts over 222 innings, and his penchant for punchouts carried over to the competitive Cape Cod League last summer, where he struck out 31 batters in 31 innings and compiled a 2.38 ERA."
29,5,862,,,$0.00,656294,Elliott,Cary,Elliott,Charles,1995-10-01,CF,LAKE OSWEGO,Oregon,USA,Crestview,FL,USA,Oklahoma City University,4YR 5S,USA,OK,75,175,L,L,Detroit Tigers,,
29,6,863,,,$0.00,689296,Anthony,Nunez,Anthony,,2001-07-10,SS,MIAMI,Florida,USA,,,,Miami Springs Sr HS,HS SR,USA,FL,73,190,S,R,San Diego Padres,,
29,7,864,,,$0.00,689235,Yassel,Pino,,,2001-10-04,3B,MIAMI,Florida,USA,,,,South Miami HS,HS SR,USA,FL,74,200,R,R,Cincinnati Reds,,
29,8,865,,,$0.00,683272,Elias,Saul,Eli,Robert,2001-08-16,P,Vancouver (Dunbar- Southlands / Musqueam),British Columbia,CAN,Vancouver,BC,Canada,Prince of Wales SS,HS SR,CAN,BC,77,215,L,R,Texas Rangers,,
29,9,866,,,$0.00,663883,Jonathan,Crawford,Brooks,Brooks,1996-08-19,P,BISHOP,Georgia,USA,Athens,GA,USA,Clemson,4YR SR,USA,SC,76,215,R,R,San Francisco Giants,,
29,10,867,,,$0.00,672008,Owen,Diodati,Owen,James Douglas,2001-08-17,C,Niagara Falls North,Ontario,CAN,Niagara Falls,ON,Canada,Stamford Collegiate,HS SR,CAN,ON,75,210,L,R,Toronto Blue Jays,https://atmlb.com/2HS4Mgm,"A solidly built catcher with pop from the left side, Diodati could profile more as a first baseman in the Minors. The Ontario native has a good amount of work to do on his defense behind the plate if he remains there in the future."
29,11,868,,,$0.00,690080,LT,Struble,,Thomas,1996-07-03,CF,HAMMONTON,New Jersey,USA,,,,Felician College,4YR 5S,USA,NJ,70,175,L,R,New York Mets,,
29,12,869,,,$0.00,684576,Alexander,Isola,Alex,Clay,1998-07-22,C,FORT WORTH,Texas,USA,Lincoln,CA,USA,TCU,4YR JR,USA,TX,73,215,R,R,Minnesota Twins,,
29,13,870,,,$0.00,689160,Micah,Yonamine,,Todd,2000-10-10,C,HONOLULU,Hawaii,USA,,,,Iolani HS,HS SR,USA,HI,76,210,R,R,Philadelphia Phillies,,
29,14,871,,,$0.00,688369,Matthew,Woods,,Kyle,1997-08-31,CF,BERLIN,New Jersey,USA,,,,Rowan University,4YR SR,USA,NJ,74,185,R,R,Los Angeles Angels,,
29,15,872,,,$0.00,687406,Tyler,Poulin,Tyler,John,1996-08-01,P,RANDOLPH,New Jersey,USA,Denville,NJ,USA,Quinnipiac University,4YR 5S,USA,CT,76,220,R,R,Arizona Diamondbacks,,
29,16,873,,,$0.00,687324,Brandon,Gonzales,Brandon,Wayne,2001-04-17,SS,SAN ANTONIO,Texas,USA,San Antonio,TX,USA,James Madison HS,HS SR,USA,TX,75,165,R,R,Washington Nationals,,
29,17,874,,,$0.00,679830,Marshall,Gilbert,Marshall,Thomas,1997-02-21,C,KENOSHA,WI,USA,Appleton,WI,USA,Mississippi St U,4YR SR,USA,MS,73,206,R,R,Pittsburgh Pirates,,
29,18,875,,,$0.00,687150,Robert,Politz,Scott,Scott,1996-08-22,P,AUSTIN,Texas,USA,Austin,TX,USA,Yale,4YR SR,USA,CT,74,205,R,R,St. Louis Cardinals,,
29,19,876,,,$0.00,663381,Utah,Jones,Utah,McCoy,1996-05-28,SS,MADISON,Wisconsin,USA,Seattle,WA,USA,North Greenville University,4YR SR,USA,SC,72,165,S,R,Seattle Mariners,,
29,20,877,,,$0.00,670815,James,Acuna,James,,1997-09-18,P,Cypress,California,USA,Long Beach,CA,USA,Azusa Pacific,4YR SR,USA,CA,77,180,R,R,Atlanta Braves,,
29,21,878,,,$0.00,689990,Zach,Bravo,,,1998-10-23,RHP,ALBUQUERQUE,New Mexico,USA,,,,Butler County CC,JC J2,USA,KS,75,165,L,R,Tampa Bay Rays,,
29,22,879,,,$0.00,685388,Colin,Simpson,Colin,,1996-07-23,C,EDMOND,Oklahoma,USA,Edmond,OK,USA,Oklahoma State,4YR SR,USA,OK,69,228,L,R,Colorado Rockies,,
29,23,880,,,$0.00,663719,Nathan,Ocker,Nate,Keith,1996-12-03,P,MIDDLETOWN,Pennsylvania,USA,Middletown,PA,USA,College of Charleston,4YR SR,USA,SC,72,190,R,R,Cleveland Indians,,
29,24,881,,,$0.00,690202,Breyln,Jones,,Mitchell,2000-10-15,SS,RUTHERFORD,New Jersey,USA,,,,Rutherford HS,HS SR,USA,NJ,74,180,R,R,Los Angeles Dodgers,,
29,25,882,,,$0.00,663382,Jacob,Washer,Jake,Scott,1996-02-23,C,KING,North Carolina,USA,Clearwater,FL,USA,East Carolina,4YR SR,USA,NC,72,220,R,R,Chicago Cubs,,
29,26,883,,,$0.00,689603,Jackie,Urbaez,,Raphael,1997-08-29,2B,MIAMI,Florida,USA,,,,St. Thomas University,4YR SR,USA,FL,68,185,S,R,Milwaukee Brewers,,
29,27,884,,,$0.00,687831,Michael,Woodworth,Michael,,1997-08-05,2B,ALAMEDA,California,USA,San Francisco,CA,USA,Connecticut,4YR SR,USA,CT,69,175,R,R,Oakland Athletics,,
29,28,885,,,$0.00,675629,Chase,Illig,Chase,Alexander,1996-09-14,C,MORGANTOWN,West Virginia,USA,Bluefield,WV,USA,West Virginia,4YR SR,USA,WV,72,210,S,R,New York Yankees,,
29,29,886,,,$0.00,688547,Whit,Drennan,,Cole,1997-02-25,LHP,HENDERSONVILLE,Tennessee,USA,,,,Rollins College,4YR SR,USA,FL,79,190,L,L,Houston Astros,,
29,30,887,,,$0.00,670186,Luke,Bandy,Luke,Livingston Reed,1998-01-05,CF,BENTONVILLE,Arkansas,USA,Dallas,TX,USA,Dallas Baptist,4YR JR,USA,TX,72,185,R,R,Boston Red Sox,,
30,1,888,,,$0.00,690407,Dalton,Stambaugh,,Edward,1997-02-11,LHP,MOREHEAD,Kentucky,USA,,,,Morehead State,4YR SR,USA,KY,72,195,R,L,Baltimore Orioles,,
30,2,889,,,$0.00,687349,James,Govern,Jimmy,Patrick,1996-12-11,2B,LIBERTYVILLE,Illinois,USA,Libertyville,IL,USA,Eastern Illinois,4YR SR,USA,IL,71,190,R,R,Kansas City Royals,,
30,3,890,,,$0.00,690516,Daniel,Millwee,,Evans,1995-08-02,C,SUMMERFIELD,North Carolina,USA,,,,High Point University,4YR 5S,USA,NC,70,205,R,R,Chicago White Sox,,
30,4,891,,,$0.00,689939,Joey,Steele,,,1995-11-15,RHP,SAN FRANCISCO,California,USA,,,,University of San Francisco,4YR SR,USA,CA,74,195,R,R,Miami Marlins,,
30,5,892,,,$0.00,676034,Cordell,Dunn,Cordell,C.,1999-06-25,3B,OLIVE BRANCH,Mississippi,USA,Memphis,TN,USA,Grayson County College,JC J2,USA,TX,72,190,R,R,Detroit Tigers,,
30,6,893,,,$0.00,685341,Ripken,Reyes,Ripken,Matthew George,1997-04-01,2B,STOCKTON,California,USA,Bremerton,WA,USA,University of San Diego,4YR SR,USA,CA,70,180,S,R,San Diego Padres,,
30,7,894,,,$0.00,683318,Ryan,Leitch,Ryan,,2001-08-26,C,Whitby Central,,CAN,Whitby,ON,Canada,Sinclair SS,HS SR,CAN,ON,74,205,R,R,Cincinnati Reds,,
30,8,895,,,$0.00,681896,Anthony,Hoopii-Tuionetoa,Anthony,David Maui La'akea,2000-08-11,P,LAKEWOOD,Washington,USA,Wailuku,HI,USA,Pierce College,JC J1,USA,WA,74,190,R,R,Texas Rangers,,
30,9,896,,,$0.00,686575,Justin,Crump,Justin,Brian,1995-12-01,P,ALBEMARLE,North Carolina,USA,Albemarle,NC,USA,UNC Wilmington,4YR 5S,USA,NC,75,215,R,R,San Francisco Giants,,
30,10,897,,,$0.00,671956,Noah,Myers,Noah,David,1999-11-11,OF,Lambton (Wyoming),Ontario,CAN,Windsor,ON,Canada,Wabash Valley College,JC J2,USA,IL,75,195,L,R,Toronto Blue Jays,,
30,11,898,,,$0.00,686193,Justin,Lasko,Justin,Harris,1997-03-16,P,STRATFORD,Connecticut,USA,Bridgeport,CT,USA,U Massachusetts Amherst,4YR SR,USA,MA,76,210,R,R,New York Mets,,
30,12,899,,,$0.00,679604,Tyler,Beck,Tyler,James,1995-11-16,P,TAMPA,FL,USA,South Bend,IN,USA,U Tampa,4YR 5S,USA,FL,73,190,R,R,Minnesota Twins,,
30,13,900,,,$0.00,688341,Dylan,Castaneda,,,2001-07-16,RHP,SALISBURY,Connecticut,USA,,,,Salisbury School,HS SR,USA,CT,74,190,R,R,Philadelphia Phillies,,
30,14,901,,,$0.00,687856,Andrew,Bash,Andrew,James,1996-08-01,P,PALM DESERT,California,USA,Rancho Mirage,CA,USA,California Baptist University,4YR JR,USA,CA,72,190,R,R,Los Angeles Angels,,
30,15,902,,,$0.00,682999,Matthew,Childers,Will,Wilkie,2000-11-14,P,EVANS,Georgia,USA,Augusta,GA,USA,Lakeside HS,HS SR,USA,GA,76,200,L,R,Arizona Diamondbacks,,"Childers is a Georgia commit for next year. A 6-foot-4, 205-pound right-hander, he throws 90-92 mph and can hit 94 with a very good arm angle. The high school senior has flashed an above-average breaking ball too, and he's developing his feel for his changeup. Childers is a very good athlete with a good pitcher's body type. He showed very good arm strength at the 2018 Perfect Game National Showcase."
30,16,903,,,$0.00,690583,Troy,Stainbrook,,David,1996-10-31,LHP,VISALIA,California,USA,,,,Biola University,4YR SR,USA,CA,78,250,L,L,Washington Nationals,,
30,17,904,,,$0.00,687400,Dawson,McCarville,Dawson,Edward,1999-07-01,P,GLENDALE,Arizona,USA,Glendale,AZ,USA,Glendale CC,JC J2,USA,AZ,76,210,R,R,Pittsburgh Pirates,,
30,18,905,,,$0.00,674684,Cameron,Dulle,Cameron,Richard,1995-06-14,P,SAINT LOUIS,Missouri,USA,St. Louis,MO,USA,Missouri,4YR 5S,USA,MO,75,208,R,R,St. Louis Cardinals,,
30,19,906,,,$0.00,690572,Cody,Grosse,,Alan,1996-12-30,SS,PLAINFIELD,Illinois,USA,,,,Southeastern Louisiana University,4YR SR,USA,LA,68,165,L,R,Seattle Mariners,,
30,20,907,,,$0.00,686557,Mitchell,Calandra,Mitch,Joseph,1997-01-13,C,FLORAL PARK,New York,USA,Floral Park,NY,USA,Eckerd College,4YR SR,USA,FL,71,195,R,R,Atlanta Braves,,
30,21,908,,,$0.00,682980,Michael,Carpentier,Michael,Lee,2000-05-07,C,HIGHLAND,California,USA,Upland,CA,USA,Yucaipa HS,HS SR,USA,CA,71,195,L,R,Tampa Bay Rays,,
30,22,909,,,$0.00,688927,Alex,Achtermann,,Michael,1996-04-12,RF,AURORA,Colorado,USA,,,,Pittsburg State University,4YR 5S,USA,KS,75,210,L,R,Colorado Rockies,,
30,23,910,,124,$0.00,682984,Jonathan,French,Jonathan,Edward,2000-10-16,C,LILBURN,Georgia,USA,Atlanta,GA,USA,Parkview HS,HS SR,USA,GA,71,210,R,R,Cleveland Indians,https://atmlb.com/2Hxi1CQ,"Georgia has produced four prep catchers taken in the top two rounds of the last four Drafts: Tyler Stephenson, Luis Campusano, Anthony Seigler and Will Banfield. French is the best of this year's class, though he may not go quite as high in June. Part of a powerhouse Parkview High (Lilburn, Ga.) program that has produced big leaguers Jeff Francoeur, Jeff Keppinger, Matt Olson and Clint Sammons, he helped the Panthers win national and Georgia state 7-A titles in 2018. French has the potential to contribute on both sides of the ball. A right-handed hitter, he makes consistent hard contact and uses the entire field. His strength and bat speed create plus raw power and he understands that he doesn't have to swing for the fences to produce home runs. While scouts like French's offense more than his defense, he gets the job done as a catcher. The Clemson recruit has solid arm strength though it plays more as average because he doesn't have a quick exchange. He moves well enough behind the plate and has the hands to become at least an average receiver."
30,24,911,,,$0.00,687996,Joshua,Ibarra,Josh,Andrew,1999-02-04,RHP,HUNTINGTON BEACH,California,USA,Chino,CA,USA,Golden West College,JC J2,USA,CA,74,200,R,R,Los Angeles Dodgers,,
30,25,912,,,$0.00,687911,Bryan,King,Bryan,Dalton,1996-11-05,LHP,LAKE CHARLES,Louisiana,USA,Littleton,CO,USA,McNeese State,4YR SR,USA,LA,73,184,R,L,Chicago Cubs,,
30,26,913,,,$0.00,688818,Peyton,Long,,Griffith,1997-10-28,RHP,WEST DES MOINES,Iowa,USA,,,,Central Methodist University,4YR JR,USA,MO,76,210,R,R,Milwaukee Brewers,,
30,27,914,,,$0.00,687037,Edward,Baram,Edward,Anthony,1997-06-02,P,SADDLE BROOK,New Jersey,USA,Hackensack,NJ,USA,Adelphi University,4YR SR,USA,NY,75,205,R,R,Oakland Athletics,,
30,28,915,,,$0.00,687209,Zachary,Maxwell,Zachary,Thomas,2001-01-26,P,ACWORTH,Georgia,USA,Nashville,TN,USA,North Paulding HS,HS SR,USA,GA,78,245,R,R,New York Yankees,,"Maxwell's fastball really stands out. He was hitting 98 mph late in the spring, with very good life on the pitch. A big right-hander, the Georgia high school senior stands 6-foot-6 and 245 pounds. His curveball can be an out pitch, too. Maxwell has some areas to work on, most notably his command and athleticism. He's a Georgia Tech recruit for next year."
30,29,916,,,$0.00,689701,Michael,Horrell,,Dylan,1996-12-18,RHP,Winston Salem,North Carolina,USA,,,,Campbell University,4YR SR,USA,NC,75,195,R,R,Houston Astros,,
30,30,917,,,$0.00,687210,Nathan,Martorella,Nathan,Adam,2001-02-18,1B,SALINAS,California,USA,Monterey,CA,USA,Salinas HS,HS SR,USA,CA,73,215,L,L,Boston Red Sox,,
31,1,918,,,$0.00,687880,Jacob,Prizina,Jake,Anthony,1997-01-24,LHP,SEATTLE,Washington,USA,Reno,NV,USA,Seattle University,4YR SR,USA,WA,72,190,L,L,Baltimore Orioles,,
31,2,919,,,$0.00,690292,Mikey,Filia,,Richard,1996-11-05,CF,IRVINE,California,USA,,,,University of California - Irvine,4YR SR,USA,CA,69,180,R,R,Kansas City Royals,,
31,3,920,,,$0.00,656886,Connor,Reich,Connor,Daniel,1995-08-21,P,SAN MARCOS,Texas,USA,Longview,TX,USA,Texas State,4YR 5S,USA,TX,72,225,R,R,Chicago White Sox,,
31,4,921,,,$0.00,687359,Parker,Noland,Parker,James,2001-03-23,3B,KNOXVILLE,Tennessee,USA,Corinth,MS,USA,Farragut HS,HS SR,USA,TN,73,195,L,R,Miami Marlins,,"Originally committed to Middle Tennessee State, Noland flipped his commitment to Vanderbilt after MTSU made a coaching change last May. Noland, who was named the 2018 AAA Mr. Baseball recipient by the Tennessee Baseball Coaches Association, has a solid bat from the left side of the plate. He also brings average bat speed and defense at the hot corner"
